rfc,viewportWidth,rootFontSizePx,token,url,wbrCount,containerTag,containerChain,intrinsicWidthPx,availableWidthPx,fitsUnbroken,hasUnderscore,hasCamelCase,exceedsLengthGate,looksLikeUrl
8650,320,16,"""kill-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-3.4-8.1,1,li,div>section>div>section>ul>li,133,264,true,false,false,true,false
8650,320,16,urn:ietf:params:xml:ns:yang:ietf-restconf-subscribed-notifications,https://www.rfc-editor.org/info/rfc8650/#section-8-2.2,9,dd,section>dl>dd,496,236,false,false,false,true,false
8650,320,16,ietf-restconf-subscribed-notifications,https://www.rfc-editor.org/info/rfc8650/#section-8-4.2,3,dd,section>dl>dd,286,236,false,false,false,true,false
8650,320,16,urn:ietf:params:xml:ns:yang:ietf-restconf-subscribed-notifications,https://www.rfc-editor.org/info/rfc8650/#section-8-4.4,9,dd,section>dl>dd,496,236,false,false,false,true,false
8650,320,16,mandatory-to-implement,https://www.rfc-editor.org/info/rfc8650/#section-9-1,2,p,div>section>p,191,296,true,false,false,true,false
8650,320,16,mandatory-to-implement,https://www.rfc-editor.org/info/rfc8650/#section-9-1,2,p,div>section>p,191,296,true,false,false,true,false
8650,320,16,sensitivity/vulnerability:,https://www.rfc-editor.org/info/rfc8650/#section-9-3,2,p,div>section>p,177,296,true,false,false,true,true
8650,320,16,"""/subscriptions""",https://www.rfc-editor.org/info/rfc8650/#section-9-4,1,p,div>section>p,119,296,true,false,false,false,true
8650,320,16,"""establish-subscription"",",https://www.rfc-editor.org/info/rfc8650/#section-9-5.1,1,li,div>section>ul>li,182,264,true,false,false,true,false
8650,320,16,"""modify-subscription"",",https://www.rfc-editor.org/info/rfc8650/#section-9-7,1,p,div>section>p,168,296,true,false,false,true,false
8650,320,16,"""resync-subscription"",",https://www.rfc-editor.org/info/rfc8650/#section-9-7,1,p,div>section>p,165,296,true,false,false,true,false
8650,320,16,"""delete-subscription"",",https://www.rfc-editor.org/info/rfc8650/#section-9-7,1,p,div>section>p,162,296,true,false,false,true,false
8650,320,16,"""kill-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-9-7,1,p,div>section>p,133,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-9-8,1,p,div>section>p,179,296,true,false,false,true,false
8650,320,16,10.17487/RFC2119,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,135,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc2119,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,297,168,false,false,false,true,true
8650,320,16,10.17487/RFC3688,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc3688,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC6020,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc6020,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC6241,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,138,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc6241,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,300,168,false,false,false,true,true
8650,320,16,10.17487/RFC6242,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc6242,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC6520,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc6520,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC7540,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,140,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc7540,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,302,168,false,false,false,true,true
8650,320,16,10.17487/RFC8040,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8040,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC8174,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,136,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8174,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,298,168,false,false,false,true,true
8650,320,16,10.17487/RFC8341,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,138,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8341,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,300,168,false,false,false,true,true
8650,320,16,10.17487/RFC8342,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8342,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC8446,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8446,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC8639,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8639,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,10.17487/RFC8641,https://www.rfc-editor.org/info/rfc8650/#section-10.1,2,dd,section>section>dl>dd,138,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8641,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,300,168,false,false,false,true,true
8650,320,16,https://www.w3.org/TR/2015/REC-eventsource-20150203/,https://www.rfc-editor.org/info/rfc8650/#section-10.1,9,dd,section>section>dl>dd,446,168,false,false,false,true,true
8650,320,16,https://www.w3.org/TR/eventsource/,https://www.rfc-editor.org/info/rfc8650/#section-10.1,6,dd,section>section>dl>dd,281,168,false,false,false,true,true
8650,320,16,10.17487/RFC7231,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,137,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc7231,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,299,168,false,false,false,true,true
8650,320,16,10.17487/RFC7923,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,140,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc7923,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,302,168,false,false,false,true,true
8650,320,16,10.17487/RFC7951,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,137,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc7951,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,299,168,false,false,false,true,true
8650,320,16,10.17487/RFC8347,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,140,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8347,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,302,168,false,false,false,true,true
8650,320,16,10.17487/RFC8527,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,140,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8527,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,302,168,false,false,false,true,true
8650,320,16,10.17487/RFC8640,https://www.rfc-editor.org/info/rfc8650/#section-10.2,2,dd,section>section>dl>dd,141,168,true,false,false,false,true
8650,320,16,https://www.rfc-editor.org/info/rfc8640,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,303,168,false,false,false,true,true
8650,320,16,http://www.w3.org/TR/1999/REC-xpath-19991116,https://www.rfc-editor.org/info/rfc8650/#section-10.2,8,dd,section>section>dl>dd,374,168,false,false,false,true,true
8650,320,16,https://www.w3.org/TR/xpath/,https://www.rfc-editor.org/info/rfc8650/#section-10.2,6,dd,section>section>dl>dd,231,168,false,false,false,true,true
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-a.1.1-1,1,p,section>section>section>p,179,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-3,1,figcaption,section>section>section>div>figure>figcaption,179,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-4,1,figcaption,section>section>section>div>figure>figcaption,179,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-5,1,figcaption,section>section>section>div>figure>figcaption,179,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-6,1,figcaption,section>section>section>div>figure>figcaption,179,296,true,false,false,true,false
8650,320,16,request/response,https://www.rfc-editor.org/info/rfc8650/#section-a.1.2-1,1,p,section>section>section>p,132,296,true,false,false,false,true
8650,320,16,"""modify-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-9,1,figcaption,section>section>section>div>figure>figcaption,165,296,true,false,false,true,false
8650,320,16,"""delete-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-10,1,figcaption,section>section>section>div>figure>figcaption,159,296,true,false,false,true,false
8650,320,16,"""delete-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-11,1,figcaption,section>section>section>div>figure>figcaption,159,296,true,false,false,true,false
8650,320,16,"""subscription-modified""",https://www.rfc-editor.org/info/rfc8650/#name-subscription-modified,1,h3,section>section>section>h3,209,296,true,false,false,true,false
8650,320,16,"""subscription-modified""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.1-1,1,p,section>section>section>p,179,296,true,false,false,true,false
8650,320,16,"""subscription-modified""",https://www.rfc-editor.org/info/rfc8650/#figure-12,1,figcaption,section>section>section>div>figure>figcaption,179,296,true,false,false,true,false
8650,320,16,"""subscription-completed"",",https://www.rfc-editor.org/info/rfc8650/#name-subscription-completed-subs,1,h3,section>section>section>h3,229,296,true,false,false,true,false
8650,320,16,"""subscription-resumed"",",https://www.rfc-editor.org/info/rfc8650/#name-subscription-completed-subs,1,h3,section>section>section>h3,212,296,true,false,false,true,false
8650,320,16,"""replay-completed""",https://www.rfc-editor.org/info/rfc8650/#name-subscription-completed-subs,1,h3,section>section>section>h3,171,296,true,false,false,true,false
8650,320,16,"""subscription-completed""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-1,1,p,section>section>section>p,193,296,true,false,false,true,false
8650,320,16,"""subscription-completed""",https://www.rfc-editor.org/info/rfc8650/#figure-13,1,figcaption,section>section>section>div>figure>figcaption,193,296,true,false,false,true,false
8650,320,16,"""subscription-resumed""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-3,1,p,section>section>section>p,177,296,true,false,false,true,false
8650,320,16,"""replay-complete""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-3,1,p,section>section>section>p,137,296,true,false,false,true,false
8650,320,16,"""subscription-completed""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-3,1,p,section>section>section>p,193,296,true,false,false,true,false
8650,320,16,"""subscription-resumed""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-3,1,p,section>section>section>p,177,296,true,false,false,true,false
8650,320,16,"""replay-complete"".",https://www.rfc-editor.org/info/rfc8650/#section-a.2.2-3,2,p,section>section>section>p,140,296,true,false,false,true,false
8650,320,16,"""subscription-terminated""",https://www.rfc-editor.org/info/rfc8650/#name-subscription-terminated-and,1,h3,section>section>section>h3,228,296,true,false,false,true,false
8650,320,16,"""subscription-suspended""",https://www.rfc-editor.org/info/rfc8650/#name-subscription-terminated-and,1,h3,section>section>section>h3,229,296,true,false,false,true,false
8650,320,16,"""subscription-terminated""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.3-1,1,p,section>section>section>p,194,296,true,false,false,true,false
8650,320,16,"""subscription-terminated""",https://www.rfc-editor.org/info/rfc8650/#figure-14,1,figcaption,section>section>section>div>figure>figcaption,194,296,true,false,false,true,false
8650,320,16,"""subscription-suspended""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.3-3,1,p,section>section>section>p,194,296,true,false,false,true,false
8650,320,16,"""subscription-terminated""",https://www.rfc-editor.org/info/rfc8650/#section-a.2.3-3,1,p,section>section>section>p,194,296,true,false,false,true,false
8650,320,16,"""subscription-suspended"".",https://www.rfc-editor.org/info/rfc8650/#section-a.2.3-3,2,p,section>section>section>p,197,296,true,false,false,true,false
8650,320,16,"""vrrp-protocol-error-event""",https://www.rfc-editor.org/info/rfc8650/#section-a.3-1,3,p,section>section>p,207,296,true,false,false,true,false
8650,320,16,"""checksum-error""",https://www.rfc-editor.org/info/rfc8650/#section-a.3-3,1,p,section>section>p,132,296,true,false,false,false,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-a.3-3,1,p,section>section>p,179,296,true,false,false,true,false
8650,320,16,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-a.3-6,1,p,section>section>p,179,296,true,false,false,true,false
8650,320,16,"""modify-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-a.3-6,1,p,section>section>p,165,296,true,false,false,true,false
8650,320,16,"""modify-subscription""",https://www.rfc-editor.org/info/rfc8650/#figure-17,1,figcaption,section>section>div>figure>figcaption,165,296,true,false,false,true,false
8650,320,16,rrahman@cisco.com,https://www.rfc-editor.org/info/rfc8650/#section-appendix.c,2,div,div>section>address>div,154,296,true,false,false,true,false
8650,320,16,einarnn@cisco.com,https://www.rfc-editor.org/info/rfc8650/#section-appendix.c,2,div,div>section>address>div,147,296,true,false,false,true,false
8650,320,16,andy@yumaworks.com,https://www.rfc-editor.org/info/rfc8650/#section-appendix.c,2,div,div>section>address>div,176,296,true,false,false,true,false
8650,320,32,https://www.rfc-editor.org/info/rfc8650,https://www.rfc-editor.org/info/rfc8650/#section-boilerplate.1-3,6,p,div>section>p,600,272,false,false,false,true,true
8650,320,32,https://trustee.ietf.org/license-info,https://www.rfc-editor.org/info/rfc8650/#section-boilerplate.2-2,5,p,div>section>p,529,272,false,false,false,true,true
8650,320,32,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-3-2,1,p,div>section>p,368,272,false,false,false,true,false
8650,320,32,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-3-2,1,p,div>section>p,368,272,false,false,false,true,false
8650,320,32,"""establish-subscription""",https://www.rfc-editor.org/info/rfc8650/#section-3-2,1,p,div>section>p,368,272,false,false,false,true,false
8650,320,32,subscription-related,https://www.rfc-editor.org/info/rfc8650/#section-3.1-4,1,p,div>section>section>p,311,272,false,false,false,true,false
8650,320,32,ietf-subscribed-notifications.yang,https://www.rfc-editor.org/info/rfc8650/#section-3.2-1,3,p,div>section>section>p,522,272,false,false,false,true,false
8650,320,32,ietf-restconf-monitoring.yang,https://www.rfc-editor.org/info/rfc8650/#section-3.2-1,3,p,div>section>section>p,453,272,false,false,false,true,false
8650,320,32,ietf-restconf-monitoring.yang,https://www.rfc-editor.org/info/rfc8650/#section-3.2-1,3,p,div>section>section>p,453,272,false,false,false,true,false
8650,320,32,ietf-restconf-monitoring.yang.,https://www.rfc-editor.org/info/rfc8650/#section-3.2-1,4,p,div>section>section>p,462,272,false,false,false,true,false
8650,320,32,encoding-unsupported,https://www.rfc-editor.org/info/rfc8650/#table-1,1,td,div>div>table>tbody>tr>td,354,214,false,false,false,true,false
8650,320,32,filter-unsupported,https://www.rfc-editor.org/info/rfc8650/#table-1,1,td,div>div>table>tbody>tr>td,282,214,false,false,false,true,false
8650,320,32,insufficient-resources,https://www.rfc-editor.org/info/rfc8650/#table-1,1,td,div>div>table>tbody>tr>td,335,214,false,false,false,true,false
8650,320,32,no-such-subscription,https://www.rfc-editor.org/info/rfc8650/#table-1,2,td,div>div>table>tbody>tr>td,330,214,false,false,false,true,false
8650,320,32,replay-unsupported,https://www.rfc-editor.org/info/rfc8650/#table-1,1,td,div>div>table>tbody>tr>td,305,214,false,false,false,true,false
8650,320,32,operation-not-supported,https://www.rfc-editor.org/info/rfc8650/#table-1,2,td,div>div>table>tbody>tr>td,384,184,false,false,false,true,false
8650,320,32,Datastore-Specific,https://www.rfc-editor.org/info/rfc8650/#table-2,1,caption,section>div>div>div>table>caption,287,576,true,false,false,true,false
8650,320,32,operation-not-supported,https://www.rfc-editor.org/info/rfc8650/#table-2,2,td,div>div>table>tbody>tr>td,384,177,false,false,false,true,false
8650,320,32,datastore-not-subscribable,https://www.rfc-editor.org/info/rfc8650/#table-2,2,td,div>div>table>tbody>tr>td,421,223,false,false,false,true,false
8650,320,32,no-such-subscription-resync,https://www.rfc-editor.org/info/rfc8650/#table-2,3,td,div>div>table>tbody>tr>td,447,223,false,false,false,true,false
8650,320,32,on-change-unsupported,https://www.rfc-editor.org/info/rfc8650/#table-2,2,td,div>div>table>tbody>tr>td,378,223,false,false,false,true,false
8650,320,32,operation-not-supported,https://www.rfc-editor.org/info/rfc8650/#table-2,2,td,div>div>table>tbody>tr>td,384,177,false,false,false,true,false
